DATE,COLLISIONS,AWND,TMAX,TMIN,PRCP
11/17/2017,814,3.5,8.3,2.8,0
11/18/2017,629,1.5,13.3,1.1,2.5
11/19/2017,573,4.3,15,3.3,5.8
11/20/2017,748,3,8.3,2.2,0
11/21/2017,790,2.3,14.4,5.6,0
11/22/2017,774,3,13.3,1.7,5.3
11/23/2017,469,2.1,6.1,-0.5,0
11/24/2017,502,1.7,10,1.7,0
11/25/2017,456,1.8,13.9,6.1,0
11/26/2017,485,3,10.6,4.4,0
11/27/2017,635,2.9,10.6,3.9,0
11/28/2017,648,2,12.2,2.2,0
11/29/2017,701,2.4,17.2,5.6,0
11/30/2017,663,2,11.7,3.3,0.8
12/1/2017,772,2.4,11.1,5.6,0
12/2/2017,575,1.4,8.9,3.9,0
12/3/2017,448,0.9,8.9,5.6,0
12/4/2017,684,1.6,10.6,4.4,0
12/5/2017,704,3,16.1,10,19.1
12/6/2017,650,3.4,15,4.4,0
12/7/2017,693,3,6.7,2.8,0
12/8/2017,682,2.2,3.9,1.1,0
12/9/2017,538,1.9,1.7,-1,11.7
12/10/2017,513,2.9,3.9,-1.6,0
12/11/2017,725,2.4,5,0.6,0
12/12/2017,687,3.3,10,-1.6,0
12/13/2017,709,4.8,-0.5,-6.6,0
12/14/2017,883,2.6,0,-5.5,2.3
12/15/2017,999,1.7,-2.1,-6.6,2.8
12/16/2017,660,3,3.9,-4.9,0
12/17/2017,547,1.3,3.3,0,0
12/18/2017,706,2.2,8.3,1.1,0.5
12/19/2017,657,3.4,12.8,7.2,0
12/20/2017,700,3.3,10.6,1.1,0
12/21/2017,742,1.8,3.9,0,0
12/22/2017,720,1.8,10,1.7,0
12/23/2017,565,2.2,8.9,3.3,12.4
12/24/2017,469,3.5,5,2.2,0.3
12/25/2017,333,4.9,3.3,-2.1,5.8
12/26/2017,543,3.9,-2.1,-4.9,0
12/27/2017,577,2.8,-4.3,-8.2,0
12/28/2017,609,3.6,-7.7,-11.6,0
12/29/2017,598,3,-5.5,-11.6,0
12/30/2017,565,2.4,-4.9,-8.2,1.3
12/31/2017,462,4.1,-6,-12.7,0
